,Attrition,Business Travel,CF_age band,Department,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Distance From Home,Education,Environment Satisfaction,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
1272,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1827,Female,Manufacturing Director,Divorced,Yes,4,47,4,Bachelor's Degree,3,2,3,2,10333,8,12,3,3,1,28,3,22,11,14,10
1273,No,Travel_Rarely,45 - 54,R&D,Medical,1674,Female,Laboratory Technician,Divorced,Yes,2,49,16,Bachelor's Degree,4,3,1,1,2587,4,16,3,2,1,17,2,2,2,2,2
1274,No,Travel_Rarely,25 - 34,R&D,Medical,1974,Female,Laboratory Technician,Divorced,Yes,4,31,2,High School,4,1,1,4,1129,1,11,3,3,3,1,3,1,0,0,0
1275,No,Travel_Rarely,35 - 44,R&D,Other,1886,Female,Manufacturing Director,Married,Yes,2,35,16,Associates Degree,4,2,2,2,4788,0,11,3,4,0,4,3,3,2,0,2
1276,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1893,Female,Research Scientist,Married,Yes,3,26,1,Associates Degree,2,2,1,3,2933,1,13,3,3,1,1,2,1,0,1,0
1277,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1724,Female,Manufacturing Director,Married,Yes,3,40,8,Associates Degree,2,3,2,1,6516,2,16,3,2,1,18,3,1,0,0,0
1278,No,Travel_Rarely,25 - 34,R&D,Medical,2009,Female,Healthcare Representative,Married,Yes,6,33,15,Associates Degree,2,3,2,4,4878,0,13,3,1,1,10,3,9,7,8,1
1279,No,Travel_Rarely,45 - 54,R&D,Life Sciences,1661,Female,Healthcare Representative,Married,Yes,3,49,6,High School,3,2,4,3,13966,2,19,3,2,1,30,3,15,11,2,12
1280,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1703,Female,Healthcare Representative,Married,Yes,2,44,2,Bachelor's Degree,3,4,3,4,7879,1,19,3,2,1,9,3,8,7,6,7
1281,No,Travel_Rarely,35 - 44,R&D,Medical,1638,Female,Manufacturing Director,Married,Yes,6,38,2,Associates Degree,4,2,3,3,7756,3,19,3,4,1,10,4,5,4,0,2
1282,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1614,Female,Manufacturing Director,Married,Yes,2,36,12,Master's Degree,3,3,2,3,4663,9,12,3,2,2,7,3,3,2,1,1
1283,No,Travel_Rarely,35 - 44,R&D,Medical,1587,Female,Healthcare Representative,Single,Yes,4,35,10,Master's Degree,1,3,2,3,6142,3,16,3,3,0,10,3,5,2,0,4
1284,No,Travel_Rarely,45 - 54,R&D,Medical,1611,Female,Laboratory Technician,Single,Yes,3,45,5,Doctoral Degree,3,1,2,1,5769,1,14,3,1,0,10,3,10,7,1,4
1285,No,Travel_Rarely,45 - 54,R&D,Medical,1980,Female,Manufacturing Director,Single,Yes,3,54,10,Bachelor's Degree,3,3,2,1,4440,6,19,3,4,0,9,3,5,2,1,4
1286,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1641,Female,Manufacturing Director,Single,Yes,2,40,16,Bachelor's Degree,3,3,3,4,7945,6,15,3,4,0,18,2,4,2,3,3
1287,No,Travel_Rarely,35 - 44,Sales,Marketing,1815,Female,Sales Executive,Divorced,Yes,3,41,4,High School,3,3,3,3,10447,0,13,3,4,1,23,4,22,14,13,5
1288,No,Travel_Rarely,25 - 34,Sales,Medical,1912,Female,Sales Executive,Divorced,Yes,2,31,10,Associates Degree,3,3,2,4,6583,2,11,3,4,1,8,3,5,2,1,4
1289,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1962,Female,Sales Executive,Married,Yes,2,35,7,Master's Degree,3,3,2,4,5204,1,11,3,4,0,10,3,10,8,0,9
1290,No,Travel_Rarely,25 - 34,Sales,Medical,1915,Female,Sales Executive,Married,Yes,3,34,3,High School,4,2,2,4,8103,3,12,3,3,0,9,2,4,2,0,1
1291,No,Travel_Rarely,35 - 44,Sales,Technical Degree,1880,Female,Sales Executive,Married,Yes,4,36,10,Master's Degree,2,2,2,3,5673,1,13,3,1,1,10,3,10,9,1,7
1292,No,Travel_Rarely,45 - 54,Sales,Medical,1503,Female,Sales Executive,Married,Yes,4,47,14,Bachelor's Degree,3,3,2,3,4591,3,17,3,3,1,11,2,5,4,1,2
1293,No,Travel_Rarely,Over 55,Sales,Life Sciences,1938,Female,Manager,Married,Yes,2,58,21,Bachelor's Degree,4,3,4,4,17875,4,13,3,3,1,29,2,1,0,0,0
1294,No,Travel_Rarely,Under 25,Sales,Medical,1445,Female,Sales Executive,Married,Yes,3,24,4,High School,4,3,2,3,4162,1,12,3,3,2,5,3,5,4,0,3
1295,No,Travel_Rarely,35 - 44,Sales,Marketing,1425,Female,Sales Executive,Single,Yes,3,36,3,Master's Degree,1,3,2,2,9278,3,16,3,4,0,15,3,5,4,0,1
1296,No,Non-Travel,35 - 44,R&D,Life Sciences,1552,Male,Healthcare Representative,Divorced,Yes,2,40,8,Associates Degree,4,3,2,4,4069,3,18,3,3,0,8,3,2,2,2,2
1297,No,Non-Travel,25 - 34,R&D,Medical,1948,Male,Research Scientist,Divorced,Yes,3,31,3,Associates Degree,3,3,1,1,3065,1,13,3,4,1,4,4,4,2,2,3
1298,No,Non-Travel,35 - 44,R&D,Life Sciences,1737,Male,Laboratory Technician,Married,Yes,2,39,1,Bachelor's Degree,4,3,2,4,6472,1,15,3,4,1,9,3,9,8,5,8
1299,No,Non-Travel,25 - 34,Sales,Life Sciences,1774,Male,Sales Executive,Divorced,Yes,3,34,10,Bachelor's Degree,4,3,2,3,4001,1,14,3,3,1,15,3,15,14,0,7
1300,No,Travel_Frequently,35 - 44,HR,Human Resources,1642,Male,Human Resources,Married,Yes,3,44,1,Doctoral Degree,1,3,2,4,5743,4,11,3,3,0,14,3,10,7,0,2
1301,No,Travel_Frequently,35 - 44,HR,Other,1972,Male,Human Resources,Married,Yes,2,38,1,Master's Degree,4,3,1,2,2991,0,11,3,2,1,7,3,6,2,1,2
1302,No,Travel_Frequently,Over 55,R&D,Life Sciences,1837,Male,Research Director,Married,Yes,3,58,15,Master's Degree,1,3,4,3,15787,2,14,3,2,0,23,3,2,2,2,2
1303,No,Travel_Frequently,25 - 34,R&D,Other,1932,Male,Research Scientist,Married,Yes,3,34,22,Master's Degree,3,2,2,4,5747,1,15,3,2,0,16,3,15,10,6,11
1304,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1594,Male,Laboratory Technician,Married,Yes,3,36,6,Master's Degree,1,4,2,1,5562,3,13,3,4,1,9,3,3,2,0,2
1305,No,Travel_Frequently,45 - 54,R&D,Medical,1606,Male,Healthcare Representative,Married,Yes,3,50,20,Doctoral Degree,2,3,4,3,11245,2,15,3,3,1,32,3,30,8,12,13
1306,No,Travel_Frequently,35 - 44,R&D,Life Sciences,1547,Male,Healthcare Representative,Married,Yes,3,42,2,Bachelor's Degree,4,3,3,4,10124,2,14,3,3,1,24,1,20,8,13,9
1307,No,Travel_Frequently,35 - 44,R&D,Life Sciences,2049,Male,Healthcare Representative,Married,Yes,2,35,18,Master's Degree,3,3,2,3,5689,1,14,3,4,2,10,4,10,2,0,2
1308,No,Travel_Frequently,35 - 44,R&D,Medical,1704,Male,Research Scientist,Single,Yes,2,35,2,Master's Degree,1,2,1,4,4930,0,14,3,3,0,6,4,5,4,1,4
1309,No,Travel_Frequently,35 - 44,R&D,Medical,1496,Male,Manufacturing Director,Single,Yes,2,44,2,High School,2,3,3,3,10209,5,18,3,2,0,16,2,2,2,2,2
1310,No,Travel_Frequently,45 - 54,R&D,Medical,1539,Male,Research Director,Single,Yes,2,50,22,Doctoral Degree,3,1,4,4,14411,1,13,3,4,0,32,3,32,6,13,9
1311,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1753,Male,Healthcare Representative,Single,Yes,5,29,1,Bachelor's Degree,4,4,2,3,6294,8,12,3,4,0,10,4,3,2,0,2
1312,No,Travel_Frequently,25 - 34,Sales,Life Sciences,1927,Male,Sales Executive,Married,Yes,2,28,1,Associates Degree,3,2,2,4,6834,1,12,3,3,1,7,3,7,7,0,7
1313,No,Travel_Rarely,Over 55,HR,Human Resources,1973,Male,Manager,Married,Yes,0,55,26,Master's Degree,3,4,5,2,19636,4,18,3,1,1,35,3,10,9,1,4
1314,No,Travel_Rarely,45 - 54,R&D,Medical,1460,Male,Healthcare Representative,Divorced,Yes,2,45,20,Bachelor's Degree,2,1,3,1,10851,2,18,3,2,1,24,3,7,7,0,7
1315,No,Travel_Rarely,45 - 54,R&D,Medical,1789,Male,Research Director,Divorced,Yes,3,46,2,Master's Degree,3,3,5,4,19328,7,17,3,3,1,24,3,2,1,2,2
1316,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1998,Male,Research Scientist,Divorced,Yes,3,42,18,Master's Degree,4,3,2,1,5410,6,17,3,3,1,9,2,4,3,1,2
1317,No,Travel_Rarely,25 - 34,R&D,Other,1992,Male,Laboratory Technician,Divorced,Yes,2,25,2,High School,4,3,1,3,3977,6,19,3,3,1,7,2,2,2,0,2
1318,No,Travel_Rarely,35 - 44,R&D,Medical,1448,Male,Research Scientist,Married,Yes,5,41,5,Doctoral Degree,2,4,1,3,2127,2,12,3,1,0,7,2,4,2,0,3
1319,No,Travel_Rarely,Over 55,R&D,Life Sciences,1501,Male,Healthcare Representative,Married,Yes,2,55,4,Master's Degree,4,3,2,3,4035,0,16,3,2,0,4,3,3,2,1,2
1320,No,Travel_Rarely,35 - 44,R&D,Medical,1766,Male,Healthcare Representative,Married,Yes,2,38,18,Bachelor's Degree,2,1,2,4,5811,3,16,3,3,1,15,3,1,0,1,0
1321,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1549,Male,Laboratory Technician,Married,Yes,3,33,28,Master's Degree,2,3,2,3,5207,1,12,3,2,1,15,3,15,14,5,7
1322,No,Travel_Rarely,25 - 34,R&D,Other,2053,Male,Laboratory Technician,Married,Yes,2,29,13,Associates Degree,4,2,2,2,4025,4,13,3,1,1,10,3,4,3,0,3
1323,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1790,Male,Healthcare Representative,Married,Yes,1,36,10,Bachelor's Degree,4,3,3,1,8321,7,13,3,4,1,15,3,12,8,5,7
1324,No,Travel_Rarely,35 - 44,R&D,Medical,2003,Male,Laboratory Technician,Married,Yes,3,35,11,Master's Degree,4,3,1,3,2660,7,11,3,3,1,5,3,2,2,2,2
1325,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1465,Male,Manufacturing Director,Married,Yes,4,45,29,Bachelor's Degree,2,3,3,4,9380,4,18,3,4,2,10,4,3,1,1,2
1326,No,Travel_Rarely,25 - 34,R&D,Medical,1755,Male,Research Scientist,Married,Yes,3,34,2,Master's Degree,4,4,1,4,2932,0,14,3,1,3,6,3,5,0,1,2
1327,No,Travel_Rarely,25 - 34,R&D,Medical,1586,Male,Laboratory Technician,Single,Yes,3,29,3,High School,2,3,1,1,4723,1,18,3,4,0,10,3,10,9,1,5
1328,No,Travel_Rarely,35 - 44,R&D,Medical,2020,Male,Research Scientist,Single,Yes,2,44,1,Bachelor's Degree,2,3,1,4,2436,6,12,3,3,0,6,3,4,3,1,2
1329,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1515,Male,Healthcare Representative,Single,Yes,6,33,8,Doctoral Degree,4,3,2,3,6388,2,17,3,1,0,14,3,0,0,0,0
1330,No,Travel_Rarely,25 - 34,Sales,Medical,1669,Male,Sales Executive,Divorced,Yes,3,29,5,Bachelor's Degree,1,2,2,2,4187,1,13,3,2,1,10,2,10,0,0,9
1331,No,Travel_Rarely,45 - 54,Sales,Life Sciences,1732,Male,Sales Executive,Divorced,Yes,5,46,2,Bachelor's Degree,3,3,3,4,10368,4,12,3,2,1,13,2,10,6,0,3
1332,No,Travel_Rarely,35 - 44,Sales,Marketing,1943,Male,Sales Executive,Divorced,Yes,4,42,12,Master's Degree,2,3,2,4,5087,3,12,3,3,2,14,3,0,0,0,0
1333,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1535,Male,Sales Executive,Married,Yes,3,34,1,Bachelor's Degree,4,2,3,3,7083,1,14,3,4,0,10,3,10,9,8,6
1334,No,Travel_Rarely,45 - 54,Sales,Marketing,1591,Male,Manager,Married,Yes,2,50,9,Bachelor's Degree,3,3,5,3,19331,4,16,3,3,1,27,3,1,0,0,0
1335,No,Travel_Rarely,35 - 44,Sales,Medical,1706,Male,Sales Executive,Married,Yes,3,43,2,Bachelor's Degree,4,3,2,4,7847,1,17,3,1,1,10,3,10,9,8,8
1336,No,Travel_Rarely,25 - 34,Sales,Life Sciences,1882,Male,Sales Executive,Married,Yes,3,34,4,Bachelor's Degree,3,3,3,4,9713,2,13,3,4,3,9,3,5,3,1,0
1337,No,Travel_Rarely,Under 25,Sales,Medical,2021,Male,Sales Representative,Single,Yes,6,21,5,High School,3,3,1,1,2380,1,11,3,4,0,2,3,2,2,1,2
1338,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1678,Male,Sales Executive,Single,Yes,2,41,23,Associates Degree,4,3,3,3,7082,3,16,3,4,0,21,3,2,0,0,2
1339,No,Non-Travel,25 - 34,R&D,Medical,1979,Female,Research Director,Married,No,2,31,10,Bachelor's Degree,3,3,3,3,11031,4,20,4,3,1,13,4,11,7,4,8
1340,No,Non-Travel,45 - 54,Sales,Life Sciences,1845,Female,Sales Executive,Married,No,3,45,2,Master's Degree,3,3,2,3,5154,4,22,4,2,2,10,4,8,7,5,7
1341,No,Travel_Frequently,45 - 54,R&D,Medical,1520,Female,Manager,Divorced,No,2,54,11,Master's Degree,2,3,4,4,16032,3,20,4,1,1,26,3,14,9,1,12
1342,No,Travel_Frequently,35 - 44,R&D,Medical,1675,Female,Laboratory Technician,Single,No,3,38,2,Bachelor's Degree,4,2,1,2,2440,1,22,4,2,0,4,3,4,3,3,3
1343,No,Travel_Frequently,25 - 34,R&D,Technical Degree,1736,Female,Manufacturing Director,Single,No,3,31,24,High School,4,3,2,4,5238,2,20,4,4,0,9,2,5,4,1,4
1344,No,Travel_Rarely,45 - 54,HR,Life Sciences,1744,Female,Human Resources,Married,No,2,45,4,Bachelor's Degree,3,1,3,3,9756,4,21,4,3,2,9,4,5,0,0,3
1345,No,Travel_Rarely,25 - 34,R&D,Medical,1622,Female,Manufacturing Director,Divorced,No,5,28,27,Bachelor's Degree,2,1,2,1,4877,0,21,4,2,1,6,2,5,3,0,0
1346,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1581,Female,Research Scientist,Married,No,5,26,3,Bachelor's Degree,1,3,1,4,2061,1,21,4,1,0,1,3,1,0,0,0
1347,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2034,Female,Manufacturing Director,Married,No,3,41,28,Master's Degree,1,2,4,2,13570,0,23,4,3,1,21,3,20,7,0,10
1348,No,Travel_Rarely,Over 55,R&D,Life Sciences,1441,Female,Research Scientist,Married,No,3,56,1,Associates Degree,1,3,1,1,2066,2,22,4,4,1,5,4,3,2,1,0
1349,No,Travel_Rarely,45 - 54,R&D,Medical,1665,Female,Manager,Married,No,6,54,22,Doctoral Degree,2,3,4,3,17426,3,25,4,3,1,36,3,10,8,4,7
1350,No,Travel_Rarely,45 - 54,R&D,Medical,1509,Female,Laboratory Technician,Married,No,3,49,3,Associates Degree,3,2,2,1,4789,4,25,4,1,1,10,3,3,2,1,2
1351,No,Travel_Rarely,25 - 34,R&D,Medical,1834,Female,Research Scientist,Married,No,3,28,1,Bachelor's Degree,3,3,1,1,3591,1,25,4,3,1,3,3,3,2,1,2
1352,No,Travel_Rarely,25 - 34,Sales,Medical,1864,Female,Sales Representative,Married,No,5,27,23,High School,2,2,2,3,3540,1,21,4,4,1,9,3,9,8,5,8
1353,No,Travel_Rarely,35 - 44,Sales,Marketing,1909,Female,Sales Executive,Married,No,3,41,8,Bachelor's Degree,3,3,2,2,4393,5,21,4,3,1,14,3,5,4,1,4
1354,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1554,Female,Sales Representative,Married,No,5,35,28,Master's Degree,2,2,1,3,2430,0,23,4,1,2,6,3,5,3,4,2
1355,No,Travel_Rarely,25 - 34,Sales,Marketing,2035,Female,Sales Executive,Married,No,2,34,28,Bachelor's Degree,4,2,2,3,6712,1,21,4,4,2,8,3,8,7,1,7
1356,No,Non-Travel,Over 55,R&D,Life Sciences,2026,Male,Healthcare Representative,Divorced,No,2,56,1,Master's Degree,3,3,2,3,6306,1,21,4,1,1,13,2,13,12,1,9
1357,No,Non-Travel,35 - 44,R&D,Life Sciences,1949,Male,Laboratory Technician,Married,No,3,36,9,Master's Degree,1,4,1,2,2810,1,22,4,2,0,5,3,5,4,0,2
1358,No,Non-Travel,45 - 54,R&D,Life Sciences,1712,Male,Healthcare Representative,Married,No,3,45,1,High School,3,2,3,3,10748,3,23,4,4,1,25,2,23,15,14,4
1359,No,Non-Travel,35 - 44,R&D,Technical Degree,1854,Male,Research Scientist,Married,No,1,42,10,Master's Degree,3,3,1,3,2936,3,22,4,2,2,10,2,6,3,3,3
1360,No,Non-Travel,25 - 34,R&D,Medical,1693,Male,Laboratory Technician,Single,No,5,26,7,Bachelor's Degree,4,3,1,4,2570,1,20,4,3,0,7,3,7,7,5,7
1361,No,Non-Travel,Over 55,Sales,Medical,1824,Male,Manager,Divorced,No,0,58,2,Bachelor's Degree,2,3,4,2,16291,4,22,4,4,1,37,2,16,9,14,14
1362,No,Non-Travel,35 - 44,Sales,Marketing,2036,Male,Sales Executive,Divorced,No,4,36,15,Master's Degree,4,1,2,4,5406,1,24,4,1,1,15,2,15,12,11,11
1363,No,Travel_Frequently,35 - 44,HR,Human Resources,1890,Male,Human Resources,Single,No,2,36,2,High School,2,2,2,4,3886,1,21,4,4,0,10,2,10,1,0,8
1364,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1970,Male,Healthcare Representative,Divorced,No,2,33,7,Associates Degree,4,3,2,3,5968,1,20,4,3,3,9,3,9,7,2,8
1365,No,Travel_Frequently,25 - 34,R&D,Life Sciences,1956,Male,Research Scientist,Married,No,6,31,1,Bachelor's Degree,4,1,2,1,5003,1,21,4,2,0,10,3,10,8,8,7
1366,No,Travel_Frequently,45 - 54,R&D,Medical,1644,Male,Manager,Married,No,3,48,4,Doctoral Degree,3,2,4,4,15202,2,25,4,2,1,23,3,2,2,2,2
1367,No,Travel_Frequently,35 - 44,Sales,Life Sciences,1849,Male,Sales Executive,Married,No,5,43,2,Master's Degree,1,3,2,4,5675,1,20,4,3,1,7,3,7,7,7,7
1368,No,Travel_Rarely,25 - 34,HR,Life Sciences,1499,Male,Human Resources,Divorced,No,3,30,1,Bachelor's Degree,3,3,1,3,2064,0,21,4,1,1,6,4,5,3,1,3
1369,No,Travel_Rarely,Over 55,R&D,Medical,1697,Male,Healthcare Representative,Divorced,No,2,60,1,Master's Degree,3,1,3,4,10883,3,20,4,3,1,19,4,1,0,0,0
1370,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1664,Male,Healthcare Representative,Divorced,No,3,36,3,Associates Degree,4,4,2,1,6842,6,20,4,1,1,13,3,5,4,0,4
1371,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1772,Male,Laboratory Technician,Divorced,No,2,41,9,Master's Degree,3,3,1,1,2289,1,20,4,2,2,5,3,5,3,0,4
1372,No,Travel_Rarely,35 - 44,R&D,Medical,1768,Male,Laboratory Technician,Divorced,No,6,42,12,Bachelor's Degree,2,3,1,2,2766,8,22,4,2,3,7,2,5,3,0,4
1373,No,Travel_Rarely,35 - 44,R&D,Medical,1654,Male,Manufacturing Director,Married,No,3,39,12,Bachelor's Degree,4,3,2,2,5295,4,21,4,3,0,7,3,5,4,1,0
1374,No,Travel_Rarely,35 - 44,R&D,Medical,1936,Male,Manufacturing Director,Married,No,3,39,9,Associates Degree,1,3,2,1,5151,1,25,4,4,1,10,3,10,0,7,9
1375,No,Travel_Rarely,Over 55,R&D,Technical Degree,1873,Male,Research Scientist,Married,No,2,55,2,Master's Degree,2,2,1,4,2662,8,20,4,2,1,19,4,5,2,0,4
1376,No,Travel_Rarely,Over 55,R&D,Life Sciences,1483,Male,Research Scientist,Married,No,2,57,1,Associates Degree,2,4,2,3,4900,0,24,4,1,1,13,2,12,9,2,8
1377,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1666,Male,Research Director,Married,No,3,43,15,Associates Degree,3,2,4,3,17603,1,24,4,1,1,14,3,14,10,6,11
1378,No,Travel_Rarely,35 - 44,R&D,Life Sciences,1999,Male,Research Scientist,Married,No,3,41,1,Bachelor's Degree,4,3,1,4,2782,3,22,4,1,1,12,3,5,3,1,0
1379,No,Travel_Rarely,45 - 54,R&D,Technical Degree,1546,Male,Research Scientist,Married,No,3,45,28,Bachelor's Degree,4,3,1,4,2132,4,20,4,4,1,8,3,5,4,0,3
1380,No,Travel_Rarely,45 - 54,R&D,Medical,1993,Male,Healthcare Representative,Single,No,3,47,25,Bachelor's Degree,1,3,3,3,8633,2,23,4,2,0,25,3,17,14,12,11
1381,No,Travel_Rarely,35 - 44,R&D,Medical,1800,Male,Research Director,Single,No,3,39,10,High School,3,3,3,3,13464,7,21,4,3,0,9,3,4,3,2,2
1382,No,Travel_Rarely,25 - 34,R&D,Medical,1516,Male,Manager,Single,No,5,32,10,Bachelor's Degree,3,3,3,4,11244,2,25,4,2,0,10,4,5,2,0,0
1383,No,Travel_Rarely,25 - 34,R&D,Life Sciences,1966,Male,Manufacturing Director,Single,No,1,32,5,Master's Degree,4,2,2,4,9679,8,24,4,2,0,8,3,1,0,0,0
1384,No,Travel_Rarely,35 - 44,R&D,Other,1595,Male,Manager,Single,No,2,42,9,Associates Degree,4,2,5,4,19613,8,22,4,4,0,24,3,1,0,0,1
1385,No,Travel_Rarely,Over 55,Sales,Marketing,1578,Male,Manager,Married,No,3,55,26,Doctoral Degree,3,2,5,4,19586,1,21,4,3,1,36,3,36,6,2,13
1386,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1823,Male,Sales Executive,Married,No,5,34,8,Associates Degree,2,4,2,3,6799,1,21,4,3,2,10,3,10,8,4,8
1387,No,Travel_Rarely,25 - 34,Sales,Marketing,1950,Male,Sales Executive,Single,No,3,34,1,Bachelor's Degree,1,3,3,4,9888,1,21,4,1,0,14,2,14,8,2,1
1388,No,Non-Travel,45 - 54,R&D,Medical,1775,Female,Manufacturing Director,Married,Yes,2,53,1,Master's Degree,1,2,4,3,12965,4,20,4,4,3,27,2,3,2,0,2
1389,No,Non-Travel,25 - 34,Sales,Life Sciences,1681,Female,Sales Executive,Divorced,Yes,2,33,16,Bachelor's Degree,3,3,2,4,5368,1,25,4,3,1,7,3,6,5,1,2
1390,No,Travel_Rarely,35 - 44,R&D,Life Sciences,2017,Female,Research Director,Married,Yes,2,37,10,Bachelor's Degree,3,4,3,4,13744,1,25,4,1,1,16,3,16,11,6,8
1391,No,Travel_Rarely,Over 55,R&D,Medical,1423,Female,Research Director,Married,Yes,3,58,1,Bachelor's Degree,4,3,5,1,19701,3,21,4,3,1,32,3,9,8,1,5
1392,No,Travel_Rarely,35 - 44,R&D,Other,1847,Female,Research Scientist,Married,Yes,2,36,2,Master's Degree,4,3,2,2,6962,4,22,4,4,1,15,3,1,0,0,0
1393,No,Travel_Rarely,25 - 34,Sales,Other,2018,Female,Sales Executive,Divorced,Yes,3,25,8,Associates Degree,1,3,2,3,4907,0,22,4,2,1,6,2,5,3,0,4
1394,No,Travel_Rarely,35 - 44,Sales,Marketing,1835,Female,Sales Representative,Married,Yes,4,38,2,Master's Degree,2,1,2,4,5405,2,20,4,1,2,20,2,4,2,0,3
1395,No,Travel_Rarely,35 - 44,HR,Medical,1550,Male,Manager,Single,Yes,2,40,6,Associates Degree,3,3,4,4,16437,1,21,4,4,0,21,3,21,7,7,7
1396,No,Travel_Rarely,25 - 34,R&D,Life Sciences,2064,Male,Manufacturing Director,Married,Yes,0,27,4,Bachelor's Degree,2,4,2,2,6142,1,20,4,2,1,6,3,6,2,0,3
1397,No,Travel_Rarely,35 - 44,R&D,Medical,1885,Male,Research Scientist,Married,Yes,2,37,7,Master's Degree,4,3,2,1,4284,5,22,4,3,1,16,3,5,3,0,4
1398,No,Travel_Rarely,25 - 34,Sales,Technical Degree,1541,Male,Sales Representative,Married,Yes,4,34,7,Associates Degree,2,3,1,3,2308,0,25,4,2,1,12,3,11,10,5,7
1399,No,Travel_Rarely,35 - 44,Sales,Life Sciences,1556,Male,Sales Representative,Single,Yes,3,36,2,Master's Degree,3,3,1,4,2644,3,21,4,4,0,7,2,3,2,1,2
1400,Yes,Travel_Frequently,25 - 34,HR,Human Resources,1747,Female,Human Resources,Divorced,No,0,30,8,Bachelor's Degree,3,2,1,4,2180,6,11,3,3,1,6,2,4,2,1,2
1401,Yes,Travel_Frequently,25 - 34,HR,Human Resources,1944,Female,Human Resources,Married,No,2,27,22,Bachelor's Degree,1,2,1,2,2863,1,12,3,1,0,1,3,1,0,0,0
1402,Yes,Travel_Frequently,25 - 34,R&D,Life Sciences,1459,Female,Manufacturing Director,Single,No,2,31,1,Doctoral Degree,3,4,3,2,7446,1,11,3,1,0,10,3,10,8,4,7
1403,Yes,Travel_Frequently,25 - 34,R&D,Life Sciences,1537,Female,Research Scientist,Single,No,2,31,3,Bachelor's Degree,4,3,1,3,4084,1,12,3,1,0,7,1,7,2,7,7
1404,Yes,Travel_Frequently,25 - 34,Sales,Technical Degree,1487,Female,Sales Executive,Single,No,4,29,13,Bachelor's Degree,1,3,2,2,5765,5,11,3,1,0,7,1,5,3,0,0
1405,Yes,Travel_Frequently,25 - 34,Sales,Life Sciences,1427,Female,Sales Representative,Single,No,3,31,1,Master's Degree,2,1,1,3,1359,1,12,3,2,0,1,3,1,0,0,0
1406,Yes,Travel_Rarely,25 - 34,HR,Technical Degree,1467,Female,Human Resources,Married,No,0,34,9,Master's Degree,1,3,1,3,2742,1,15,3,4,0,2,3,2,2,2,2
1407,Yes,Travel_Rarely,45 - 54,R&D,Technical Degree,1572,Female,Manufacturing Director,Married,No,4,53,2,Doctoral Degree,3,2,3,4,10169,0,16,3,2,1,34,3,33,7,1,9
1408,Yes,Travel_Rarely,25 - 34,R&D,Life Sciences,1433,Female,Research Scientist,Single,No,3,31,8,Bachelor's Degree,1,2,1,2,1261,1,12,3,3,0,1,4,1,0,0,0
1409,Yes,Travel_Rarely,25 - 34,Sales,Marketing,1752,Female,Sales Representative,Single,No,3,29,9,Bachelor's Degree,2,1,1,2,2760,1,13,3,3,0,2,3,2,2,2,2
1410,Yes,Travel_Frequently,25 - 34,R&D,Life Sciences,1807,Male,Laboratory Technician,Married,No,3,34,9,Master's Degree,4,3,2,1,5346,4,17,3,3,1,11,2,7,1,0,7
1411,Yes,Travel_Frequently,25 - 34,R&D,Medical,1504,Male,Laboratory Technician,Single,No,2,28,2,Associates Degree,3,2,1,1,2561,7,11,3,3,0,8,2,0,0,0,0
1412,Yes,Travel_Frequently,45 - 54,Sales,Life Sciences,2044,Male,Sales Executive,Divorced,No,3,50,1,Master's Degree,2,3,2,3,6728,7,12,3,4,2,12,3,6,3,0,1
1413,Yes,Travel_Frequently,45 - 54,Sales,Life Sciences,1716,Male,Sales Executive,Married,No,3,47,9,Bachelor's Degree,3,1,4,3,12936,7,11,3,3,0,25,1,23,5,14,10
1414,Yes,Travel_Frequently,25 - 34,Sales,Technical Degree,1486,Male,Sales Representative,Married,No,3,28,1,Bachelor's Degree,1,3,1,3,2909,3,15,3,4,1,5,4,3,2,1,2
